GGDENAME,Energieträger_Label,Anzahl
Pieterlen,Wasser,1
Pieterlen,Weitere,237
Plateau de Diesse,Elektrizität,54
Plateau de Diesse,Fernwärme,2
Plateau de Diesse,Gas,6
Plateau de Diesse,Geothermie,2
Plateau de Diesse,Heizöl,397
Plateau de Diesse,Holz,141
Plateau de Diesse,Keine,35
Plateau de Diesse,Luft,91
Plateau de Diesse,Sonne,3
Plateau de Diesse,Weitere,94
Pohlern,Elektrizität,4
Pohlern,Fernwärme,1
Pohlern,Gas,1
Pohlern,Heizöl,35
Pohlern,Holz,27
Pohlern,Keine,4
Pohlern,Luft,6
Pohlern,Weitere,6
Port,Elektrizität,42
Port,Fernwärme,144
Port,Gas,69
Port,Geothermie,8
Port,Heizöl,354
Port,Holz,60
Port,Keine,4
Port,Luft,77
Port,Sonne,2
Port,Wasser,1
Port,Weitere,111
Péry-La Heutte,Elektrizität,40
Péry-La Heutte,Fernwärme,13
Péry-La Heutte,Gas,3
Péry-La Heutte,Geothermie,2
Péry-La Heutte,Heizöl,374
Péry-La Heutte,Holz,65
Péry-La Heutte,Keine,8
Péry-La Heutte,Luft,29
Péry-La Heutte,Weitere,67
Radelfingen,Elektrizität,24
Radelfingen,Fernwärme,3
Radelfingen,Gas,3
Radelfingen,Geothermie,4
Radelfingen,Heizöl,119
Radelfingen,Holz,148
Radelfingen,Keine,48
Radelfingen,Luft,20
Radelfingen,Wasser,1
Radelfingen,Weitere,74
Rapperswil (BE),Elektrizität,31
Rapperswil (BE),Fernwärme,51
Rapperswil (BE),Gas,7
Rapperswil (BE),Geothermie,5
Rapperswil (BE),Heizöl,370
Rapperswil (BE),Holz,226
Rapperswil (BE),Keine,73
Rapperswil (BE),Luft,34
Rapperswil (BE),Wasser,1
Rapperswil (BE),Weitere,166
Rebévelier,Heizöl,6
Rebévelier,Holz,9
Rebévelier,Keine,1
Reconvilier,Elektrizität,19
Reconvilier,Fernwärme,66
Reconvilier,Gas,2
Reconvilier,Heizöl,438
Reconvilier,Holz,45
Reconvilier,Keine,17
Reconvilier,Luft,56
Reconvilier,Sonne,1
Reconvilier,Weitere,46
Reichenbach im Kandertal,Elektrizität,126
Reichenbach im Kandertal,Fernwärme,13
Reichenbach im Kandertal,Gas,5
Reichenbach im Kandertal,Geothermie,2
Reichenbach im Kandertal,Heizöl,443
Reichenbach im Kandertal,Holz,895
Reichenbach im Kandertal,Keine,71
Reichenbach im Kandertal,Luft,40
Reichenbach im Kandertal,Sonne,1
Reichenbach im Kandertal,Wasser,1
Reichenbach im Kandertal,Weitere,170
Reisiswil,Elektrizität,1
Reisiswil,Geothermie,1
Reisiswil,Heizöl,21
Reisiswil,Holz,29
Reisiswil,Keine,10
Reisiswil,Luft,2
Reisiswil,Weitere,9
Renan (BE),Elektrizität,4
Renan (BE),Fernwärme,57
Renan (BE),Gas,7
Renan (BE),Geothermie,3
Renan (BE),Heizöl,92
Renan (BE),Holz,77
Renan (BE),Keine,8
Renan (BE),Luft,37
Renan (BE),Sonne,2
Renan (BE),Weitere,4
Reutigen,Elektrizität,18
Reutigen,Fernwärme,79
Reutigen,Geothermie,5
Reutigen,Heizöl,155
Reutigen,Holz,108
Reutigen,Keine,13
Reutigen,Luft,17
Reutigen,Sonne,8
Reutigen,Weitere,21
Riggisberg,Elektrizität,34
Riggisberg,Fernwärme,53
Riggisberg,Geothermie,6
Riggisberg,Heizöl,420
Riggisberg,Holz,251
Riggisberg,Keine,41
Riggisberg,Luft,23
Riggisberg,Sonne,3
Riggisberg,Weitere,144
Ringgenberg (BE),Elektrizität,46
Ringgenberg (BE),Fernwärme,14
Ringgenberg (BE),Gas,11
Ringgenberg (BE),Geothermie,2
Ringgenberg (BE),Heizöl,509
Ringgenberg (BE),Holz,192
Ringgenberg (BE),Keine,377
Ringgenberg (BE),Luft,82
Ringgenberg (BE),Sonne,6
Ringgenberg (BE),Weitere,119
Roches (BE),Elektrizität,3
Roches (BE),Heizöl,51
Roches (BE),Holz,20
Roches (BE),Keine,1
Roches (BE),Luft,6
Roches (BE),Weitere,3
Roggwil (BE),Elektrizität,45
Roggwil (BE),Fernwärme,41
Roggwil (BE),Geothermie,13
Roggwil (BE),Heizöl,697
Roggwil (BE),Holz,122
Roggwil (BE),Keine,54
Roggwil (BE),Luft,115
Roggwil (BE),Sonne,8
Roggwil (BE),Weitere,251
Rohrbach,Elektrizität,30
Rohrbach,Fernwärme,22
Rohrbach,Gas,2
Rohrbach,Geothermie,3
Rohrbach,Heizöl,211
Rohrbach,Holz,95
Rohrbach,Keine,12
Rohrbach,Luft,54
Rohrbach,Sonne,3
Rohrbach,Weitere,49
Rohrbachgraben,Elektrizität,3
Rohrbachgraben,Fernwärme,4
Rohrbachgraben,Heizöl,27
Rohrbachgraben,Holz,83
Rohrbachgraben,Keine,1
Rohrbachgraben,Luft,9
Rohrbachgraben,Sonne,1
Rohrbachgraben,Weitere,7
Romont (BE),Elektrizität,3
Romont (BE),Gas,1
Romont (BE),Heizöl,41
Romont (BE),Holz,32
Romont (BE),Keine,9
Romont (BE),Luft,8
Romont (BE),Weitere,13
Rubigen,Elektrizität,61
Rubigen,Fernwärme,60
Rubigen,Gas,92
Rubigen,Geothermie,4
Rubigen,Heizöl,319
Rubigen,Holz,68
Rubigen,Keine,11
Rubigen,Luft,38
Rubigen,Wasser,2
Rubigen,Weitere,130
Rumendingen,Elektrizität,2
Rumendingen,Fernwärme,9
Rumendingen,Heizöl,8
Rumendingen,Holz,19
Rumendingen,Keine,5
Rumendingen,Weitere,1
Rumisberg,Elektrizität,22
Rumisberg,Fernwärme,2
Rumisberg,Heizöl,103
Rumisberg,Holz,36
Rumisberg,Keine,12
Rumisberg,Luft,16
Rumisberg,Sonne,2
Rumisberg,Weitere,29
Röthenbach im Emmental,Elektrizität,12
Röthenbach im Emmental,Fernwärme,22
Röthenbach im Emmental,Gas,1
Röthenbach im Emmental,Geothermie,3
Röthenbach im Emmental,Heizöl,74
Röthenbach im Emmental,Holz,244
Röthenbach im Emmental,Keine,48
Röthenbach im Emmental,Luft,7
Röthenbach im Emmental,Sonne,1
Röthenbach im Emmental,Weitere,14
Rüderswil,Elektrizität,26
Rüderswil,Fernwärme,17
Rüderswil,Geothermie,1
Rüderswil,Heizöl,193
Rüderswil,Holz,333
Rüderswil,Keine,41
Rüderswil,Luft,27
Rüderswil,Sonne,13
Rüderswil,Wasser,1
Rüderswil,Weitere,80
Rüdtligen-Alchenflüh,Elektrizität,19
Rüdtligen-Alchenflüh,Fernwärme,7
Rüdtligen-Alchenflüh,Gas,91
Rüdtligen-Alchenflüh,Geothermie,2
Rüdtligen-Alchenflüh,Heizöl,206
Rüdtligen-Alchenflüh,Holz,29
Rüdtligen-Alchenflüh,Keine,10
Rüdtligen-Alchenflüh,Luft,27
Rüdtligen-Alchenflüh,Sonne,3
Rüdtligen-Alchenflüh,Wasser,3
Rüdtligen-Alchenflüh,Weitere,70
Rüeggisberg,Elektrizität,36
Rüeggisberg,Fernwärme,14
Rüeggisberg,Gas,2
Rüeggisberg,Geothermie,1
Rüeggisberg,Heizöl,171
Rüeggisberg,Holz,376
Rüeggisberg,Keine,70
Rüeggisberg,Luft,16
Rüeggisberg,Sonne,3
Rüeggisberg,Weitere,51
Rüegsau,Elektrizität,43
Rüegsau,Fernwärme,10
Rüegsau,Gas,6
Rüegsau,Geothermie,1
Rüegsau,Heizöl,334
Rüegsau,Holz,296
Rüegsau,Keine,21
Rüegsau,Luft,59
Rüegsau,Sonne,7
Rüegsau,Wasser,4
Rüegsau,Weitere,87
Rüschegg,Elektrizität,80
Rüschegg,Fernwärme,55
Rüschegg,Gas,4
Rüschegg,Geothermie,30
Rüschegg,Heizöl,219
Rüschegg,Holz,280
Rüschegg,Keine,30
Rüschegg,Luft,102
Rüschegg,Sonne,2
Rüschegg,Wasser,2
Rüschegg,Weitere,12
Rüti bei Büren,Elektrizität,18
Rüti bei Büren,Fernwärme,4
Rüti bei Büren,Gas,3
Rüti bei Büren,Geothermie,3
Rüti bei Büren,Heizöl,143
Rüti bei Büren,Holz,46
Rüti bei Büren,Keine,4
Rüti bei Büren,Luft,27
Rüti bei Büren,Weitere,49
Rüti bei Lyssach,Elektrizität,6
Rüti bei Lyssach,Fernwärme,1
Rüti bei Lyssach,Heizöl,18
Rüti bei Lyssach,Holz,17
Rüti bei Lyssach,Keine,1
Rüti bei Lyssach,Luft,7
Rüti bei Lyssach,Weitere,7
Rütschelen,Elektrizität,16
Rütschelen,Fernwärme,9
Rütschelen,Gas,1
Rütschelen,Geothermie,3
Rütschelen,Heizöl,76
Rütschelen,Holz,59
Rütschelen,Keine,9
Rütschelen,Luft,19
Rütschelen,Weitere,27
Saanen,Elektrizität,203
Saanen,Fernwärme,209
Saanen,Gas,64
Saanen,Geothermie,50
Saanen,Heizöl,1577
Saanen,Holz,943
Saanen,Keine,247
Saanen,Luft,63
Saanen,Sonne,17
Saanen,Wasser,6
Saanen,Weitere,150
Safnern,Elektrizität,34
Safnern,Fernwärme,12
Safnern,Gas,45
Safnern,Geothermie,5
Safnern,Heizöl,341
Safnern,Holz,33
Safnern,Keine,45
Safnern,Luft,69
Safnern,Sonne,2
Safnern,Weitere,63
Saicourt,Elektrizität,10
Saicourt,Fernwärme,1
Saicourt,Gas,1
Saicourt,Heizöl,136
Saicourt,Holz,55
Saicourt,Keine,21
Saicourt,Luft,22
Saicourt,Weitere,19
Saint-Imier,Elektrizität,104
Saint-Imier,Fernwärme,4
Saint-Imier,Gas,354
Saint-Imier,Geothermie,1
Saint-Imier,Heizöl,522
Saint-Imier,Holz,87
Saint-Imier,Keine,43
Saint-Imier,Luft,43
Saint-Imier,Sonne,2
Saint-Imier,Wasser,1
Saint-Imier,Weitere,47
Sauge,Elektrizität,57
Sauge,Gas,2
Sauge,Heizöl,175
Sauge,Holz,152
Sauge,Keine,7
Sauge,Luft,11
Sauge,Sonne,3
Sauge,Weitere,38
Saules (BE),Elektrizität,10
Saules (BE),Fernwärme,1
Saules (BE),Heizöl,28
Saules (BE),Holz,28
Saules (BE),Luft,4
Saules (BE),Sonne,1
Saules (BE),Weitere,2
Saxeten,Elektrizität,5
Saxeten,Heizöl,19
Saxeten,Holz,65
Saxeten,Keine,51
Saxeten,Weitere,1
Schangnau,Elektrizität,8
Schangnau,Fernwärme,10
Schangnau,Geothermie,2
Schangnau,Heizöl,75
Schangnau,Holz,202
Schangnau,Keine,41
Schangnau,Luft,13
Schangnau,Sonne,2
Schangnau,Weitere,13
Schattenhalb,Elektrizität,6
Schattenhalb,Fernwärme,9
Schattenhalb,Heizöl,114
Schattenhalb,Holz,129
Schattenhalb,Keine,8
Schattenhalb,Luft,14
Schattenhalb,Weitere,13
Schelten,Heizöl,1
Schelten,Holz,13
Schelten,Sonne,1
Scheuren,Elektrizität,3
Scheuren,Fernwärme,3
Scheuren,Gas,2
Scheuren,Geothermie,1
Scheuren,Heizöl,103
Scheuren,Holz,34
Scheuren,Keine,3
Scheuren,Luft,10
Scheuren,Sonne,1
Scheuren,Weitere,26
Schwadernau,Elektrizität,26
Schwadernau,Fernwärme,4
Schwadernau,Gas,3
Schwadernau,Geothermie,1
Schwadernau,Heizöl,113
Schwadernau,Holz,18
Schwadernau,Keine,20
Schwadernau,Luft,24
Schwadernau,Wasser,1
Schwadernau,Weitere,33
Schwanden bei Brienz,Elektrizität,4
Schwanden bei Brienz,Heizöl,144
Schwanden bei Brienz,Holz,75
Schwanden bei Brienz,Keine,10
Schwanden bei Brienz,Luft,27
Schwanden bei Brienz,Sonne,2
Schwanden bei Brienz,Wasser,2
Schwanden bei Brienz,Weitere,14
Schwarzenburg,Elektrizität,95
Schwarzenburg,Fernwärme,236
Schwarzenburg,Gas,2
Schwarzenburg,Geothermie,75
Schwarzenburg,Heizöl,625
Schwarzenburg,Holz,563
Schwarzenburg,Keine,80
Schwarzenburg,Luft,71
Schwarzenburg,Sonne,3
Schwarzenburg,Wasser,1
Schwarzenburg,Weitere,257
Schwarzhäusern,Elektrizität,13
Schwarzhäusern,Geothermie,4
Schwarzhäusern,Heizöl,72
Schwarzhäusern,Holz,35
Schwarzhäusern,Keine,4
Schwarzhäusern,Luft,25
Schwarzhäusern,Weitere,34
Schüpfen,Elektrizität,41
Schüpfen,Fernwärme,284
Schüpfen,Gas,5
Schüpfen,Geothermie,65
Schüpfen,Heizöl,299
Schüpfen,Holz,147
Schüpfen,Keine,77
Schüpfen,Luft,119
Schüpfen,Sonne,1
Schüpfen,Weitere,1
Seeberg,Elektrizität,69
Seeberg,Fernwärme,21
Seeberg,Gas,1
Seeberg,Geothermie,4
Seeberg,Heizöl,176
Seeberg,Holz,181
Seeberg,Keine,59
Seeberg,Luft,53
Seeberg,Sonne,2
Seeberg,Wasser,1
Seeberg,Weitere,83
Seedorf (BE),Elektrizität,39
Seedorf (BE),Fernwärme,40
Seedorf (BE),Gas,1
Seedorf (BE),Geothermie,14
Seedorf (BE),Heizöl,408
Seedorf (BE),Holz,222
Seedorf (BE),Keine,9
Seedorf (BE),Luft,66
Seedorf (BE),Sonne,3
Seedorf (BE),Wasser,4
Seedorf (BE),Weitere,136
Seehof,Elektrizität,1
Seehof,Heizöl,4
Seehof,Holz,23
Seehof,Keine,2
Seftigen,Elektrizität,28
Seftigen,Fernwärme,33
Seftigen,Gas,1
Seftigen,Geothermie,9
Seftigen,Heizöl,236
Seftigen,Holz,84
Seftigen,Keine,11
Seftigen,Luft,42
Seftigen,Sonne,3
Seftigen,Wasser,1
Seftigen,Weitere,142
Signau,Elektrizität,41
Signau,Fernwärme,10
Signau,Geothermie,6
Signau,Heizöl,241
Signau,Holz,336
Signau,Keine,78
Signau,Luft,19
Signau,Sonne,1
Signau,Wasser,2
Signau,Weitere,78
Sigriswil,Elektrizität,89
Sigriswil,Fernwärme,34
Sigriswil,Gas,5
Sigriswil,Geothermie,49
Sigriswil,Heizöl,827
Sigriswil,Holz,449
Sigriswil,Keine,138
Sigriswil,Luft,147
Sigriswil,Sonne,11
Sigriswil,Wasser,2
Sigriswil,Weitere,236
Siselen,Elektrizität,15
Siselen,Geothermie,11
Siselen,Heizöl,106
Siselen,Holz,26
Siselen,Keine,11
Siselen,Luft,29
Siselen,Sonne,1
Siselen,Weitere,24
Sonceboz-Sombeval,Elektrizität,20
Sonceboz-Sombeval,Fernwärme,1
Sonceboz-Sombeval,Heizöl,361
Sonceboz-Sombeval,Holz,39
Sonceboz-Sombeval,Keine,10
Sonceboz-Sombeval,Luft,17
Sonceboz-Sombeval,Wasser,1
Sonceboz-Sombeval,Weitere,81
Sonvilier,Elektrizität,7
Sonvilier,Gas,8
Sonvilier,Heizöl,231
Sonvilier,Holz,108
Sonvilier,Keine,12
Sonvilier,Luft,25
Sonvilier,Sonne,1
Sonvilier,Weitere,1
Sorvilier,Elektrizität,5
Sorvilier,Fernwärme,13
Sorvilier,Gas,1
Sorvilier,Heizöl,59
Sorvilier,Holz,30
Sorvilier,Keine,1
Sorvilier,Luft,10
Sorvilier,Weitere,6
Spiez,Elektrizität,282
Spiez,Fernwärme,38
Spiez,Gas,25
Spiez,Geothermie,8
Spiez,Heizöl,1885
Spiez,Holz,398
Spiez,Keine,87
Spiez,Luft,255
Spiez,Sonne,2
Spiez,Wasser,3
Spiez,Weitere,659
St. Stephan,Elektrizität,67
St. Stephan,Fernwärme,10
St. Stephan,Gas,9
St. Stephan,Geothermie,1
St. Stephan,Heizöl,158
St. Stephan,Holz,366
St. Stephan,Keine,105
St. Stephan,Luft,18
St. Stephan,Sonne,1
St. Stephan,Weitere,20
Steffisburg,Elektrizität,114
Steffisburg,Fernwärme,260
Steffisburg,Gas,971
Steffisburg,Geothermie,38
Steffisburg,Heizöl,1342
Steffisburg,Holz,235
Steffisburg,Keine,110
Steffisburg,Luft,133
Steffisburg,Sonne,10
Steffisburg,Wasser,6
Steffisburg,Weitere,329
Stettlen,Elektrizität,93
Stettlen,Fernwärme,6
Stettlen,Gas,8
Stettlen,Geothermie,22
Stettlen,Heizöl,365
Stettlen,Holz,46
Stettlen,Keine,4
Stettlen,Luft,65
Stettlen,Sonne,2
Stettlen,Wasser,8
Stettlen,Weitere,89
Stocken-Höfen,Elektrizität,13
Stocken-Höfen,Heizöl,145
Stocken-Höfen,Holz,113
Stocken-Höfen,Keine,57
Stocken-Höfen,Luft,16
Stocken-Höfen,Sonne,2
Stocken-Höfen,Weitere,58
Studen (BE),Elektrizität,58
Studen (BE),Fernwärme,2
Studen (BE),Gas,19
Studen (BE),Geothermie,2
Studen (BE),Heizöl,324
Studen (BE),Holz,24
Studen (BE),Keine,33
Studen (BE),Luft,72
Studen (BE),Wasser,2
Studen (BE),Weitere,102
Sumiswald,Elektrizität,66
Sumiswald,Fernwärme,385
Sumiswald,Gas,2
Sumiswald,Geothermie,4
Sumiswald,Heizöl,342
Sumiswald,Holz,624
Sumiswald,Keine,207
Sumiswald,Luft,40
Sumiswald,Sonne,8
Sumiswald,Wasser,3
Sumiswald,Weitere,101
Sutz-Lattrigen,Elektrizität,73
Sutz-Lattrigen,Fernwärme,7
Sutz-Lattrigen,Gas,2
Sutz-Lattrigen,Geothermie,6
Sutz-Lattrigen,Heizöl,198
Sutz-Lattrigen,Holz,40
Sutz-Lattrigen,Keine,22
Sutz-Lattrigen,Luft,58
Sutz-Lattrigen,Weitere,41
Tavannes,Elektrizität,19
Tavannes,Fernwärme,7
Tavannes,Gas,2
Tavannes,Geothermie,2
Tavannes,Heizöl,555
Tavannes,Holz,78
Tavannes,Keine,60
Tavannes,Luft,76
Tavannes,Wasser,1
Tavannes,Weitere,85
Teuffenthal (BE),Elektrizität,4
Teuffenthal (BE),Fernwärme,2
Teuffenthal (BE),Heizöl,14
Teuffenthal (BE),Holz,40
Teuffenthal (BE),Keine,3
Teuffenthal (BE),Weitere,2
Thierachern,Elektrizität,18
Thierachern,Fernwärme,30
Thierachern,Geothermie,5
Thierachern,Heizöl,281
Thierachern,Holz,104
Thierachern,Keine,70
Thierachern,Luft,23
Thierachern,Wasser,1
Thierachern,Weitere,154
Thun,Elektrizität,237
Thun,Fernwärme,103
Thun,Gas,3197
Thun,Geothermie,37
Thun,Heizöl,2976
Thun,Holz,297
Thun,Keine,508
Thun,Luft,338
Thun,Sonne,9
Thun,Wasser,72
Thun,Weitere,549
Thunstetten,Elektrizität,50
Thunstetten,Fernwärme,8
Thunstetten,Gas,115
Thunstetten,Geothermie,9
Thunstetten,Heizöl,384
Thunstetten,Holz,89
Thunstetten,Keine,80
Thunstetten,Luft,109
Thunstetten,Sonne,5
Thunstetten,Weitere,171
Thurnen,Elektrizität,30
Thurnen,Fernwärme,1
Thurnen,Gas,1
Thurnen,Geothermie,3
Thurnen,Heizöl,234
Thurnen,Holz,101
Thurnen,Keine,13
Thurnen,Luft,46
Thurnen,Sonne,3
Thurnen,Weitere,144
Thörigen,Elektrizität,26
Thörigen,Fernwärme,3
Thörigen,Gas,46
Thörigen,Heizöl,138
Thörigen,Holz,45
Thörigen,Keine,3
Thörigen,Luft,13
Thörigen,Wasser,2
Thörigen,Weitere,67
Toffen,Elektrizität,45
Toffen,Fernwärme,6
Toffen,Geothermie,7
Toffen,Heizöl,346
Toffen,Holz,58
Toffen,Keine,7
Toffen,Luft,82
Toffen,Weitere,104
Trachselwald,Elektrizität,10
Trachselwald,Fernwärme,4
Trachselwald,Geothermie,1
Trachselwald,Heizöl,59
Trachselwald,Holz,252
Trachselwald,Keine,29
Trachselwald,Luft,8
Trachselwald,Weitere,17
Tramelan,Elektrizität,29
Tramelan,Fernwärme,5
Tramelan,Gas,5
Tramelan,Heizöl,774
Tramelan,Holz,138
Tramelan,Keine,125
Tramelan,Luft,107
Tramelan,Sonne,4
Tramelan,Weitere,176
Treiten,Elektrizität,10
Treiten,Geothermie,5
Treiten,Heizöl,78
Treiten,Holz,15
Treiten,Keine,9
Treiten,Luft,9
Treiten,Weitere,29
Trub,Elektrizität,7
Trub,Fernwärme,2
Trub,Geothermie,1
Trub,Heizöl,61
Trub,Holz,385
Trub,Keine,33
Trub,Luft,11
Trub,Sonne,4
Trub,Weitere,10
Trubschachen,Elektrizität,26
Trubschachen,Fernwärme,1
Trubschachen,Gas,1
Trubschachen,Heizöl,126
Trubschachen,Holz,171
Trubschachen,Keine,12
Trubschachen,Luft,18
Trubschachen,Sonne,2
Trubschachen,Wasser,1
Trubschachen,Weitere,51
Tschugg,Elektrizität,9
Tschugg,Gas,2
Tschugg,Heizöl,67
Tschugg,Holz,21
Tschugg,Keine,6
Tschugg,Luft,23
Tschugg,Weitere,26
Twann-Tüscherz,Elektrizität,73
Twann-Tüscherz,Fernwärme,1
Twann-Tüscherz,Gas,19
Twann-Tüscherz,Geothermie,3
Twann-Tüscherz,Heizöl,229
Twann-Tüscherz,Holz,65
Twann-Tüscherz,Keine,20
Twann-Tüscherz,Luft,29
Twann-Tüscherz,Wasser,1
Twann-Tüscherz,Weitere,48
Täuffelen,Elektrizität,84
Täuffelen,Fernwärme,2
Täuffelen,Gas,3
Täuffelen,Geothermie,33
Täuffelen,Heizöl,393
Täuffelen,Holz,35
Täuffelen,Keine,45
Täuffelen,Luft,106
Täuffelen,Wasser,2
Täuffelen,Weitere,145
Uebeschi,Elektrizität,10
Uebeschi,Gas,3
Uebeschi,Geothermie,13
Uebeschi,Heizöl,76
Uebeschi,Holz,64
Uebeschi,Keine,12
Uebeschi,Luft,20
Uebeschi,Sonne,1
Uebeschi,Weitere,26
Uetendorf,Elektrizität,66
Uetendorf,Fernwärme,125
Uetendorf,Gas,11
Uetendorf,Geothermie,58
Uetendorf,Heizöl,731
Uetendorf,Holz,150
Uetendorf,Keine,107
Uetendorf,Luft,123
Uetendorf,Wasser,102
Uetendorf,Weitere,170
Unterlangenegg,Elektrizität,23
Unterlangenegg,Fernwärme,8
Unterlangenegg,Heizöl,89
Unterlangenegg,Holz,132
Unterlangenegg,Keine,5
Unterlangenegg,Luft,9
Unterlangenegg,Sonne,4
Unterlangenegg,Weitere,55
Unterseen,Elektrizität,85
Unterseen,Fernwärme,94
Unterseen,Gas,254
Unterseen,Heizöl,604
Unterseen,Holz,105
Unterseen,Keine,40
Unterseen,Luft,59
Unterseen,Sonne,1
Unterseen,Weitere,179
Ursenbach,Elektrizität,23
Ursenbach,Fernwärme,2
Ursenbach,Heizöl,96
Ursenbach,Holz,139
Ursenbach,Keine,5
Ursenbach,Luft,11
Ursenbach,Weitere,32
Urtenen-Schönbühl,Elektrizität,19
Urtenen-Schönbühl,Fernwärme,187
Urtenen-Schönbühl,Gas,174
Urtenen-Schönbühl,Geothermie,14
Urtenen-Schönbühl,Heizöl,323
Urtenen-Schönbühl,Holz,57
Urtenen-Schönbühl,Keine,182
Urtenen-Schönbühl,Luft,27
Urtenen-Schönbühl,Sonne,2
Urtenen-Schönbühl,Weitere,137
Uttigen,Elektrizität,14
Uttigen,Fernwärme,4
Uttigen,Gas,2
Uttigen,Geothermie,5
Uttigen,Heizöl,262
Uttigen,Holz,51
Uttigen,Keine,17
Uttigen,Luft,17
Uttigen,Wasser,7
Uttigen,Weitere,184
Utzenstorf,Elektrizität,57
Utzenstorf,Fernwärme,7
Utzenstorf,Gas,231
Utzenstorf,Geothermie,11
Utzenstorf,Heizöl,427
Utzenstorf,Holz,128
Utzenstorf,Keine,34
Utzenstorf,Luft,82
Utzenstorf,Sonne,2
Utzenstorf,Wasser,36
Utzenstorf,Weitere,203
Valbirse,Elektrizität,47
Valbirse,Fernwärme,13
Valbirse,Heizöl,751
Valbirse,Holz,92
Valbirse,Keine,40
Valbirse,Luft,66
Valbirse,Sonne,1
Valbirse,Wasser,2
Valbirse,Weitere,111
Vechigen,Elektrizität,82
Vechigen,Fernwärme,85
Vechigen,Gas,1
Vechigen,Geothermie,34
Vechigen,Heizöl,627
Vechigen,Holz,430
Vechigen,Keine,154
Vechigen,Luft,69
Vechigen,Sonne,5
Vechigen,Wasser,3
Vechigen,Weitere,293
Villeret,Elektrizität,14
Villeret,Fernwärme,58
Villeret,Gas,27
Villeret,Geothermie,1
Villeret,Heizöl,146
Villeret,Holz,45
Villeret,Keine,16
Villeret,Luft,9
Villeret,Sonne,2
Villeret,Weitere,12
Vinelz,Elektrizität,63
Vinelz,Fernwärme,47
Vinelz,Gas,1
Vinelz,Geothermie,43
Vinelz,Heizöl,114
Vinelz,Holz,39
Vinelz,Keine,37
Vinelz,Luft,32
Vinelz,Sonne,1
Vinelz,Weitere,42
Wachseldorn,Elektrizität,3
Wachseldorn,Geothermie,1
Wachseldorn,Heizöl,17
Wachseldorn,Holz,46
Wachseldorn,Luft,1
Wachseldorn,Weitere,6
Wald (BE),Elektrizität,25
Wald (BE),Fernwärme,12
Wald (BE),Gas,2
Wald (BE),Geothermie,22
Wald (BE),Heizöl,132
Wald (BE),Holz,124
Wald (BE),Keine,299
Wald (BE),Luft,34
Wald (BE),Weitere,44
Walkringen,Elektrizität,29
Walkringen,Fernwärme,8
Walkringen,Gas,1
Walkringen,Geothermie,1
Walkringen,Heizöl,215
Walkringen,Holz,267
Walkringen,Keine,11
Walkringen,Luft,12
Walkringen,Sonne,1
Walkringen,Weitere,47
Walliswil bei Niederbipp,Elektrizität,2
Walliswil bei Niederbipp,Geothermie,1
Walliswil bei Niederbipp,Heizöl,36
Walliswil bei Niederbipp,Holz,14
Walliswil bei Niederbipp,Keine,31
Walliswil bei Niederbipp,Luft,11
Walliswil bei Niederbipp,Weitere,13
Walliswil bei Wangen,Elektrizität,12
Walliswil bei Wangen,Fernwärme,3
Walliswil bei Wangen,Gas,1
Walliswil bei Wangen,Heizöl,107
Walliswil bei Wangen,Holz,39
Walliswil bei Wangen,Keine,4
Walliswil bei Wangen,Luft,27
Walliswil bei Wangen,Sonne,1
Walliswil bei Wangen,Weitere,36
Walperswil,Elektrizität,26
Walperswil,Gas,2
Walperswil,Geothermie,7
Walperswil,Heizöl,126
Walperswil,Holz,43
Walperswil,Keine,10
Walperswil,Luft,41
Walperswil,Sonne,1
Walperswil,Wasser,1
Walperswil,Weitere,73
Walterswil (BE),Elektrizität,10
Walterswil (BE),Fernwärme,2
Walterswil (BE),Geothermie,4
Walterswil (BE),Heizöl,32
Walterswil (BE),Holz,106
Walterswil (BE),Keine,4
Walterswil (BE),Luft,11
Walterswil (BE),Sonne,1
Walterswil (BE),Weitere,11
Wangen an der Aare,Elektrizität,51
Wangen an der Aare,Fernwärme,43
Wangen an der Aare,Heizöl,378
Wangen an der Aare,Holz,67
Wangen an der Aare,Keine,41
Wangen an der Aare,Luft,96
Wangen an der Aare,Sonne,1
Wangen an der Aare,Wasser,1
Wangen an der Aare,Weitere,126
Wattenwil,Elektrizität,50
Wattenwil,Fernwärme,39
Wattenwil,Geothermie,5
Wattenwil,Heizöl,335
Wattenwil,Holz,254
Wattenwil,Keine,38
Wattenwil,Luft,57
Wattenwil,Sonne,5
Wattenwil,Weitere,103
Wengi,Elektrizität,4
Wengi,Fernwärme,4
Wengi,Gas,1
Wengi,Geothermie,1
Wengi,Heizöl,89
Wengi,Holz,55
Wengi,Keine,13
Wengi,Luft,18
Wengi,Sonne,4
Wengi,Wasser,1
Wengi,Weitere,40
Wichtrach,Elektrizität,78
Wichtrach,Fernwärme,2
Wichtrach,Gas,1
Wichtrach,Geothermie,31
Wichtrach,Heizöl,410
Wichtrach,Holz,108
Wichtrach,Keine,32
Wichtrach,Luft,134
Wichtrach,Sonne,3
Wichtrach,Wasser,52
Wichtrach,Weitere,134
Wiedlisbach,Elektrizität,37
Wiedlisbach,Fernwärme,21
Wiedlisbach,Gas,2
Wiedlisbach,Geothermie,2
Wiedlisbach,Heizöl,429
Wiedlisbach,Holz,55
Wiedlisbach,Keine,16
Wiedlisbach,Luft,83
